ACTUALSHIPDATE,CATEGORY,WHSEID,BRAND,Total QTY,Total CBM,Week,Day
2024-01-17,MOONCAKE,BKD1,TRANG VANG,0.0,0.0,3.Wednesday,17
2024-01-17,TET,BKD1,AFC,0.0,0.0,3.Wednesday,17
2024-01-18,DRY,BKD1,AFC,349856.0,229.00528241463843,4.Thursday,18
2024-01-18,TET,BKD1,SOLITE,4050.0,19.454321576,4.Thursday,18
2024-01-18,TET,BKD1,OREO,10504.0,37.618,4.Thursday,18
2024-01-18,TET,BKD1,LU,15984.0,84.555996954,4.Thursday,18
2024-01-18,TET,BKD1,KOKO,6070.0,29.3753825,4.Thursday,18
2024-01-18,TET,BKD1,COSY,8702.0,33.830452960257745,4.Thursday,18
2024-01-18,MOONCAKE,BKD1,THU,0.0,0.0,4.Thursday,18
2024-01-18,FRESH,BKD1,KINH DO CAKE,50457.0,30.07360006,4.Thursday,18
2024-01-18,TET,BKD1,HAMPER,15928.0,137.00669425,4.Thursday,18
2024-01-18,DRY,BKD1,SOLITE,613732.0,191.30399811176716,4.Thursday,18
2024-01-18,DRY,BKD1,SLIDE,75404.0,78.8242546910811,4.Thursday,18
2024-01-18,DRY,BKD1,RITZ,2282.0,2.624207278022533,4.Thursday,18
2024-01-18,DRY,BKD1,OREO,231306.0,122.36328379985963,4.Thursday,18
2024-01-18,DRY,BKD1,LU,1212.0,1.284000144,4.Thursday,18
2024-01-18,DRY,BKD1,KINH DO BISCUIT,11920.0,28.58902845703125,4.Thursday,18
2024-01-18,DRY,BKD1,COSY,141644.0,197.78481607264757,4.Thursday,18
2024-01-18,FRESH,BKD1,KINH DO BREAD,215960.0,68.4964892714784,4.Thursday,18
2024-01-18,MOONCAKE,BKD1,TRANG VANG,0.0,0.0,4.Thursday,18
2024-01-18,TET,BKD1,AFC,0.0,0.0,4.Thursday,18
2024-01-19,DRY,BKD1,AFC,279552.0,117.29409215875529,5.Friday,19
2024-01-19,TET,BKD1,SOLITE,6766.0,17.924429460000002,5.Friday,19
2024-01-19,TET,BKD1,OREO,13604.0,49.219573291811194,5.Friday,19
2024-01-19,TET,BKD1,LU,16224.0,65.749000974,5.Friday,19
2024-01-19,TET,BKD1,KOKO,1900.0,7.0218375,5.Friday,19
